tau,beta,D,L,mdl,sse,kappa_V,abs_err_kappa
0.5,10.0,0.2,8,-85.76507041215194,14.964219281263581,0.7766955190258399,0.5059735901948783
0.5,10.0,0.2,16,-85.76507041215194,14.964219281263581,0.7766955190258399,0.5059735901948783
0.5,10.0,0.2,32,-85.76507041215194,14.964219281263581,0.7766955190258399,0.5059735901948783
0.5,10.0,0.5,4,-88.23753797033237,14.242246012379415,0.5500650864103257,0.2793431575793641
0.5,10.0,0.5,8,-77.06341043567352,17.808843679261006,0.863223746835197,0.5925018180042354
0.5,10.0,0.5,16,-77.06341043567352,17.808843679261006,0.863223746835197,0.5925018180042354
0.5,10.0,0.5,32,-77.06341043567352,17.808843679261006,0.863223746835197,0.5925018180042354
0.5,50.0,0.05,4,-79.53384352146449,16.950316532118773,0.5335236435998394,0.2628017147688778
0.5,50.0,0.05,8,-78.08470192249261,17.448773158836584,0.620804630670812,0.35008270183985046
0.5,50.0,0.05,16,-78.08470192249261,17.448773158836584,0.620804630670812,0.35008270183985046
0.5,50.0,0.05,32,-78.08470192249261,17.448773158836584,0.620804630670812,0.35008270183985046
0.5,50.0,0.1,4,-83.3789960034948,15.695647717424693,0.5405565297603503,0.2698346009293887
0.5,50.0,0.1,8,-84.9749882806751,15.202556628146429,0.642949642143808,0.37222771331284643
0.5,50.0,0.1,16,-84.9749882806751,15.202556628146429,0.642949642143808,0.37222771331284643
0.5,50.0,0.1,32,-84.9749882806751,15.202556628146429,0.642949642143808,0.37222771331284643
0.5,50.0,0.2,4,-88.4223792687778,14.18969210863537,0.549441994646163,0.27872006581520137
0.5,50.0,0.2,8,-91.00625554881337,13.47502898165447,0.6947400930106988,0.42401816417973726
0.5,50.0,0.2,16,-91.00625554881337,13.47502898165447,0.6947400930106988,0.42401816417973726
0.5,50.0,0.2,32,-91.00625554881337,13.47502898165447,0.6947400930106988,0.42401816417973726
0.5,50.0,0.5,4,-81.75541933688307,16.21367451109583,0.5771859595607193,0.3064640307297577
0.5,50.0,0.5,8,-82.11064716154382,16.098891767613054,0.8309874325465263,0.5602655037155647
0.5,50.0,0.5,16,-82.11064716154382,16.098891767613054,0.8309874325465263,0.5602655037155647
0.5,50.0,0.5,32,-82.11064716154382,16.098891767613054,0.8309874325465263,0.5602655037155647
