uniprot,gene_name,medianRatio_50 mM NaCl_vs_glucose,medianRatio_pH 6_vs_glucose,medianRatio_42°C_vs_glucose,medianRatio_anaerobic_vs_glucose,medianRatio_stationary 1 day_vs_glucose,medianRatio_stationary 3 days_vs_glucose,medianRatio_chemostat µ=0.12_vs_glucose,medianRatio_chemostat µ=0.5_vs_glucose,medianRatio_galactose_vs_glucose,medianRatio_acetate_vs_glucose,medianRatio_glycerol_vs_glucose,medianRatio_LB_vs_glucose,medianRatio_glucosamine_vs_glucose,medianRatio_fumarate_vs_glucose,medianRatio_succinate_vs_glucose,medianRatio_pyruvate_vs_glucose,medianRatio_chemostat µ=0.20_vs_glucose,medianRatio_chemostat µ=0.35_vs_glucose
P33371,dusC,2.755995229,1.963777648,2.692288193,4.087907576,0.174545768,0.328295311,2.790831684,2.871781441,0.928357994,1.236551832,1.41417837,6.597719721,0.724930377,1.381891119,0.914233432,0.87300439,2.18388069,1.030468891
P20099,bisC,1.897356711,1.1788327,0.279855696,2.248809228,0.437796671,0.272728053,0.40968686,1.938432048,0.996225712,0.706839116,1.510203551,1.27798567,1.119655115,2.72944247,0.706178925,0.419465523,1.487574575,8.926097309
Q6BF16,dgoA,0.376985328,2.236727401,2.141661042,0.580518687,2.34284594,5.533087443,8.808965385,0.4770657,437.9594032,4.939873466,1.250593566,0.900036629,1.025911149,1.884729398,1.402670688,1.224989635,9.426855952,1.033925534
P52647,ydbK,1.868416991,1.840899892,1.486514363,1.551830509,0.576048463,2.14154957,0.910725946,0.720068849,0.534445196,0.564951572,1.111748706,5.178533621,0.387275701,0.390436826,0.236770036,1.043915076,2.994966648,0.387814962
P52073,glcE,2.737404084,0.280300854,0.378929673,0.361609282,0.066623565,0.145362519,1.231662499,0.341619479,1.174240548,0.076113093,0.313635962,0.039811298,0.032067739,0.38862364,0.28617182,0.643903196,6.293817963,2.485229787
P23862,priC,2.131380858,1.047593243,2.112058107,0.165557039,3.848573778,0.366186494,1.796600512,0.51330965,1.938313856,2.670003478,2.565695382,0.327308753,2.336015388,0.51065529,1.555075757,1.125259975,9.140649708,2.907533716
P25748,galS,1.16143966,1.585420136,6.044619123,3.148816057,1.469345532,4.043481487,26.46294774,11.61723544,149.4143279,10.29013821,3.499237341,3.756351254,2.416568537,6.924658943,5.368095719,5.006134568,16.80484997,15.93146178
P76594,yfiQ,2.964036753,0.263803998,0.825784909,0.110554824,0.066999467,0.085650544,3.578689988,1.278936469,4.255823558,2.955439015,8.451873139,3.003661136,2.925237905,1.335836489,3.793891433,1.537426605,1.570910149,0.061711775
P0A7A7,plsB,23.59185086,10.91534002,5.615468066,12.67899295,20.64054518,0.703093265,2.701658402,1.320096677,1.750488694,2.539612594,39.89148517,35.83992369,6.808265763,54.07035487,0.665582055,1.90235442,1.349013137,29.53734068
P0ACF0,hupA,0.839138544,0.927808582,0.986849248,1.552228033,4.210140593,4.690963784,1.081045276,1.232735265,1.055589384,0.970304086,0.984361254,1.142450968,1.04859676,0.960800843,0.906236126,1.11072316,1.397820658,1.419625699
P0A9Y6,cspC,1.047708628,0.967539561,0.882093341,1.432725173,2.696696704,2.202268244,1.003112348,1.24811166,0.861392188,1.02099658,0.842206481,0.785965583,0.996587336,0.905696911,0.891148189,0.733850324,0.947157919,1.446844152
P0A7M6,rpmC,1.273178375,1.3291639,1.230255408,1.42945925,4.111182264,4.462825246,0.675284979,1.27349516,0.818775222,1.019978173,1.049794835,2.465864067,1.175239566,0.939669716,1.116484139,0.818566643,0.721763421,0.851761042
P0A972,cspE,0.892853583,0.83865056,0.925092745,1.321428711,1.199941063,1.403182793,0.672847711,0.879895956,0.492336943,0.631417416,0.925691565,1.645079596,1.039222068,0.910010128,0.844161983,0.828988074,0.819925959,0.953701979
P0AC69,grxD,1.028383655,0.967613311,1.103625376,1.334129138,1.071724779,0.868641369,0.600454846,0.896676583,0.906313119,0.669696755,0.753345332,0.703323766,1.065659298,0.779346059,0.702904623,0.845424248,0.843447767,0.716781789
P0AAX6,mcbA,0.836226108,1.019622628,1.065358938,0.94911542,32.13533307,3.990743865,0.963247239,1.054688304,0.831631815,0.882963187,0.905052408,0.649202249,0.668531431,0.852001542,0.938285553,1.099188786,1.211941961,0.830643883
P0A6R3,fis,0.907553427,0.724843376,0.692539723,0.975769852,0.030209598,0.025092582,0.174684472,0.629481756,0.215863544,0.327845595,0.46749002,3.14743992,0.660575721,0.367914019,0.588468158,0.348228801,0.186988798,0.440041502
P0AF90,rraB,1.03143121,1.395201574,1.025472344,1.037713432,0.270467012,0.48380824099999997,1.111685749,1.037356101,1.191855388,1.296654625,1.121119584,0.722910327,0.932386339,1.179592863,1.319835653,0.969285944,0.876515057,0.728262793
P0AGK4,yhbY,0.69607472,1.034124286,0.857406819,1.085408468,1.255211318,1.82632203,0.921551451,0.77102542,0.877394533,0.780165741,0.7838256,0.931162968,0.904897297,0.808730969,0.76477308,1.022900727,0.730427747,1.108799687
P0AC62,grxC,0.975433594,1.158987006,1.109199348,1.326636651,5.921317792,6.476018331,1.617012803,1.168058931,1.430413519,1.21053905,0.979842482,0.876754669,1.016387248,0.968473809,0.799984035,1.106125771,1.730302667,1.261100225
P0AEH5,elaB,1.392244332,1.775701672,1.26229191,1.50272302,4.012344582,5.308802045,2.925977521,1.115892196,1.99553394,2.199363215,1.242832871,0.482317616,1.057893897,1.314528284,1.236818833,0.983462256,1.942824832,1.754252352
P76569,yfgD,0.880543807,1.171379925,1.050401751,1.76458352,0.367729551,0.350196208,0.783601386,0.961375601,0.798759442,0.716307212,0.754017518,0.692406617,1.028594339,0.864168134,0.798106489,0.964000394,1.066929706,0.820150706
P0A8C4,ygfB,1.088619577,1.260130762,1.022208199,1.456357071,0.093334293,0.221439494,0.733949952,0.926868436,0.926816992,1.002138612,0.899746201,1.143033318,0.911219289,0.976475719,0.910224689,1.076474731,0.827065956,1.043022629
P0ACC3,erpA,1.240998766,1.114029001,1.296287149,1.111110295,0.415869449,0.316344981,0.804904752,1.145216347,0.884040744,1.013608179,1.064391847,1.227098378,1.376438785,1.01958036,1.016908324,1.409264376,1.405595727,1.604620804
P68679,rpsU,0.976203247,0.805514468,0.966180794,1.092180183,1.757020235,1.672926941,0.676213763,0.712580081,0.773575204,0.513817633,0.792297318,1.261385369,0.813135578,0.868368075,0.744298333,0.576387611,0.697228804,1.033240574
P0AAS7,ybcJ,1.008169185,1.215804091,0.947701578,1.041081077,0.79313652,1.146261008,0.772685779,1.017222017,0.818453549,0.879361679,1.029897401,0.614678297,0.839798164,0.843796296,0.881931066,0.571703223,0.490376184,0.768495571
P64506,yebY,1.230954136,1.32402835,1.240364767,2.137002745,9.305439788,7.092328781,1.175426861,0.96586047,0.559377776,0.816817376,0.645388342,0.721709103,0.837547368,0.583968394,0.623761087,0.927729817,1.001008387,0.874594076
P0A968,cspD,1.199420867,0.958360772,1.025726181,1.760678653,1.306602017,1.151671214,13.85584027,7.746941275,6.216773253,6.861632595,5.357238938,2.488002517,2.232487133,7.743575586,7.074099747,6.811241586,14.04436198,11.27319549
P0A8K5,yaeP,0.750004508,1.420717173,1.254010095,1.765954731,2.784189251,1.350331788,1.745254009,1.395593078,1.496430606,1.414896855,1.080371345,1.006982743,0.761807859,0.75449291,0.742739449,1.358183964,1.646294515,1.111776112
P0AB28,yceD,0.976057042,0.826457807,0.892880566,1.40575987,0.510493675,0.548392062,0.69563713,1.009063246,0.650546562,0.715005155,0.736477728,1.449008841,0.824090525,0.62670389,0.717978181,0.776338051,0.781016907,1.097541156
P76341,hiuH,1.29014805,0.974850274,0.937283456,1.822919997,6.329251278,4.953032025,1.467662165,2.00968351,1.831220731,1.118872277,0.965923729,0.515417477,0.592693949,0.536110238,0.818061215,0.768697793,1.349048439,1.873345264
P0A8A2,yeeN,1.168375102,1.129993648,1.037279985,1.588596073,0.122244867,0.284685073,0.417370637,1.014869728,0.623860467,0.765786336,0.72047191,1.453424619,0.806638728,0.618913455,0.707218486,0.825679811,0.511956848,0.799116025
P0ADB1,osmE,1.586069357,1.024937332,1.058306959,1.182858325,3.14899209,2.064606155,2.722452707,1.501150481,1.486940194,2.262242032,0.966308524,0.462995804,0.732821827,0.558539972,0.961746974,1.483358942,2.024237171,1.367650824
P75915,ycdY,1.06787383,0.931391672,1.052234305,0.881276697,0.248085712,0.337639316,0.445589771,0.957018179,0.78155063,0.690403709,0.912557503,0.890480611,0.940558388,0.766061207,0.846810681,0.84374046,0.596834517,0.64078196
P0A6T9,gcvH,0.624450081,0.757670224,0.431517722,1.201989704,0.809151781,0.605606338,0.841513312,0.900591307,0.64432369,0.577237263,0.658101907,0.768243826,1.066619422,1.029327733,1.114436565,0.547848024,0.793929601,1.584508853
P64540,yfcL,1.211027048,1.329379506,0.916430013,1.894485411,0.927009165,0.439296402,0.635095069,1.188718588,0.694407078,0.87853457,0.801243439,1.609972373,1.163747066,0.799658219,1.080539549,1.216021491,0.627049411,1.540106212
P0C058,ibpB,1.803848794,1.738312958,1.235174386,2.312252642,1.403618065,1.179306787,3.049325598,1.957989883,1.758317548,1.306123322,1.494786176,1.198355786,1.670156439,0.980830424,1.491518181,1.740334218,1.937529745,2.30191479
P0ADA5,yajG,0.636023444,0.67815073,1.074243027,0.919415472,1.745788577,1.681080615,1.11279172,1.695201906,1.295919454,1.140157016,1.101844525,0.678019474,1.164970168,0.991526623,1.803358188,1.162372092,1.15532474,2.144688783
P0AAT6,ybeB,1.555363886,1.165936575,0.926897369,1.195622172,0.664882278,0.355237417,1.039930367,0.882890471,0.742311912,0.838713379,0.669537714,2.912035393,0.935109286,0.75180143,0.805688859,0.443266103,0.589962491,0.534537733
P0ADY7,rplP,0.928818061,0.953544115,0.953309957,1.039812127,1.079218659,1.679109958,0.526593315,0.588469569,0.524159316,0.466344572,1.172391749,1.734926412,0.808831254,0.808196877,0.588463651,0.55063557,0.470469755,0.458266762
P77781,ydiI,1.155677445,1.034470875,1.136257314,1.567520991,0.295706311,0.665166978,0.99558987,1.153817246,0.694528485,0.777534796,0.845106849,0.347132061,0.879791092,0.833110733,0.960957274,0.652623514,0.908869021,0.927785917
P63228,gmhB,0.858511585,1.019091639,1.043305238,1.322322327,0.235032352,0.43231897,1.020867283,1.5267673,1.126664482,1.299149818,1.02832675,1.043123785,1.333496618,1.18978873,1.32434786,1.196309207,1.274713229,1.20671839
P0AB61,yciN,1.112248338,1.203146661,1.084134175,1.581477612,2.588988624,1.597504405,2.232567829,1.324166294,1.267243143,1.084826734,1.028331707,2.061283458,1.120060009,0.814585564,0.854516953,1.017930635,2.071433413,2.37984073
P23857,pspE,0.78237868,1.534071344,1.006289212,2.539661804,6.49269162,1.736745673,6.210653025,8.937758529,2.693948714,4.559220428,3.026790192,3.121558489,1.850827953,4.383279802,5.437448236,5.47067278,5.494750405,9.338689916
P68688,grxA,0.852158729,0.93101349,0.97600785,0.958063248,2.086456392,2.101340022,0.76318073,0.727864616,0.642663742,1.036290416,0.756937794,0.7989966,1.031084069,0.676662623,0.679974163,0.730874961,1.1968086,1.027153002
P69776,lpp,0.952947142,0.721005191,1.428023579,0.908286842,5.67875968,3.384591312,1.044254968,0.821630049,0.798431759,0.939338615,1.062245737,0.892938257,0.88293938,0.632199132,0.838718821,0.692046055,1.210204669,1.357522549
P0ACV8,ymjA,0.766486843,1.269678321,0.836822759,1.323107634,1.751915642,0.514786354,1.26125853,1.184623143,1.235031448,0.995613285,0.816755964,0.496233151,0.70845883,0.922124364,0.882424112,0.743604627,1.203547392,0.6362232
P0A8H8,yacG,1.248257791,1.196784934,0.888848211,2.043801931,1.808059358,1.100880862,1.393979708,1.457590319,0.75192906,0.931980697,0.215313408,1.242381737,0.989468165,0.759262218,0.779816112,0.903633358,1.082318686,1.471482111
P0AFJ1,phnA,1.359106265,1.082585573,1.128185118,2.711588228,5.038126218,4.781553373,2.560294529,1.893658888,0.786464582,1.069428999,0.775755268,1.720532126,1.431372487,1.1314836,1.225726996,1.510956541,2.597778457,3.122344026
P64519,yodD,1.099295825,1.400000634,1.295965397,0.853126431,38.25016835,54.91592893,1.592000823,1.098888764,1.246898362,1.036160294,1.376103002,2.145616181,1.498592611,1.542491124,1.183783097,1.427960453,1.265320302,1.458885705
P0AFZ1,sseB,1.138976234,1.071102921,0.981043378,1.077299078,0.101782202,0.140079395,0.607836647,1.024834681,0.771774843,0.720838101,0.942896266,1.295618337,1.236061688,0.957099298,1.009864078,1.010637286,0.866739166,0.548724462
P76576,yfgM,0.993546674,0.564582862,0.993698549,0.418981389,0.12926926,0.367535382,0.152182326,0.228311723,0.390997663,0.279777045,0.564124903,0.675273623,0.540869439,0.39124051,0.30712276,0.515509423,0.223247038,0.235286783
P33012,gyrI,0.875783171,1.201135348,0.931565849,1.888161586,13.53658348,12.58157884,6.947198908,2.216114734,2.204789957,2.107802698,1.530478127,1.214438625,1.373164421,1.282190501,0.969396757,1.605493276,5.113349829,2.689027134
P0AB43,ycgL,0.891374125,1.373495326,1.004320225,0.771850086,1.247092038,0.975954832,0.53373986,0.780366024,0.715237005,0.719741376,0.891483632,0.690803832,0.654915262,0.825960307,0.698876109,0.472742706,0.556197845,0.719349238
Q46868,yqiC,1.113557665,1.059887368,0.963747805,1.900440334,2.856295806,3.690706625,1.554429822,1.271224738,1.14444601,1.251950166,1.0899684,0.786719185,1.248680544,1.134721892,1.186486711,1.360737731,1.538096506,1.94346552
P0AFX4,rsd,0.688970273,0.956050407,0.808570108,0.430264322,0.05324143,0.128194878,0.746406185,1.04518205,1.78806291,1.179223207,1.325081617,0.42913842,0.797904672,1.393377481,1.085269235,0.859883999,0.9610413,1.083649909
P0A7L3,rplT,0.975240606,0.588043847,1.127875038,0.843391121,0.381870893,0.851500377,0.46635369,0.876437618,0.383343365,0.430937403,0.834572211,1.226211882,0.935903001,0.61621934,0.932738193,1.16913664,0.694448988,1.482648471
P64479,ydiZ,1.256476304,2.139681559,0.974616794,2.180853085,15.07348783,17.58824724,7.90523436,2.756215416,6.251525436,4.731033666,3.081228706,1.477204391,1.146032435,1.406379858,1.423128402,1.430577141,5.26840643,3.995711999
P0A6I6,coaD,0.793216136,1.078535856,0.946571768,0.238684179,0.118094337,0.179474003,0.222201707,0.416019682,0.85350255,0.65183492,0.779296899,0.649921724,0.622272744,0.673446927,0.569331346,0.546649592,0.473297206,0.481977983
P0A8Y3,yihX,1.081125801,0.951415145,1.106230416,0.705291181,0.588693186,0.557924804,1.653672389,1.600841473,2.277867439,1.869818962,2.201622867,0.968885526,1.363178471,2.4925783,1.957379449,1.814561499,2.352720705,1.757338355
P0A7X3,rpsI,0.805091635,0.786473927,0.803537555,0.560199964,1.268253913,1.656456733,0.345119477,0.303777527,0.395530042,0.324345048,0.699763042,1.562714941,0.487231055,0.488102,0.422509485,0.250352001,0.374777966,0.231201791
P0AGB6,rpoE,0.977772715,0.897996194,1.063606913,1.636846808,0.763084134,1.185107183,1.061230372,0.913235207,1.033257874,0.966264984,1.21899002,0.961374491,0.97422273,0.722546385,0.712325119,0.767244346,1.276297781,1.144054482
P37647,kdgK,1.151151169,1.109713194,1.173371257,1.514990365,0.691383558,0.636783788,1.093942385,1.268316136,0.98284716,1.169815829,1.097160336,1.486134745,1.218317529,1.077241907,0.911405341,1.378847082,1.139498879,0.870698039
P0A6K1,dapF,0.672415212,0.961849239,0.962771125,0.635955336,0.096808191,0.149827939,0.504072718,0.844834869,0.875516408,0.838911673,0.93016794,0.53637948,0.877555918,0.900351461,0.841819766,0.783455614,0.639228139,0.367040954
P65556,yfcD,0.947976515,1.473135522,0.94822249,1.287327806,0.159043008,0.323462361,0.583793615,1.422779623,0.661305898,0.678896422,0.810453133,1.090402961,1.088168782,0.595588776,0.83352343,1.174997615,0.99970812,0.968483224
P0ADI4,entB,0.781133635,0.691795752,0.893297266,0.186897124,0.003853658,0.012618188,0.12300118,0.284787357,0.355576088,0.42396322,0.766037132,0.342283946,0.479809025,0.558609078,0.50982826,0.423592589,0.080037398,0.080619559
P0A9I3,gcvR,0.835461967,0.87587935,0.732186033,0.238334372,0.064680769,0.132696931,0.169522357,0.276536776,0.510622931,0.308313418,0.938405607,0.370237703,0.352823151,0.401871607,0.437272637,0.131891122,0.161089784,0.249823156
P28634,yaeB,0.869688801,0.515345398,0.40859421,0.213773123,0.119360359,0.332563417,0.090853846,0.142472849,0.2698934,0.30626664,0.539790967,0.431519701,0.273553761,0.1563028,0.227247994,0.057283452,0.457014809,0.034411163
P09996,yidB,0.651176686,1.250833179,1.141636272,1.546780234,5.182666856,5.254623746,2.370618795,1.569137305,2.261523677,1.349200152,1.125188482,0.701736284,1.145193705,1.192264344,1.055495121,1.177306667,2.525820614,2.154070079
P75818,ybjP,0.892063684,0.744841956,1.367472568,0.512127547,0.777701257,0.810045185,5.525726228,1.528568149,1.784863423,1.937148254,1.474446067,0.564465524,0.718986101,0.455232118,1.172211451,1.646387776,2.413082236,2.036892855
P52007,yecM,0.998681438,1.067750561,0.892058319,1.138455832,0.301619988,0.478130129,1.029805219,1.076307623,1.234760008,0.949213755,0.980367182,0.821705371,0.914379005,0.647689265,0.805760433,0.955617655,1.062032539,0.7185312
P07109,hisP,1.001822749,1.060049735,1.000206228,0.551794726,0.124958363,0.207298111,1.102594947,0.7482381,1.842681061,0.846034995,1.101364696,0.152369056,0.984431549,1.217073455,0.848507594,0.807077828,1.247638274,1.024056592
P0C960,emtA,1.013173007,0.6259989,0.997089001,1.049940134,0.04406309,0.571757017,0.327606639,0.911265378,0.69753287,1.016801587,0.81904469,0.456358007,1.245562161,1.027422642,1.365427535,1.120929972,0.592221826,0.912884328
P06616,era,1.05652812,1.055842827,1.03218441,0.669592242,0.011744249,0.063930411,0.275792842,0.812724407,0.693650365,0.697618967,0.811728511,1.77426964,0.864854399,0.860762874,1.040257013,0.679768027,0.294358079,0.38464184
P0A8A4,ydiA,0.890421187,1.488292918,1.243893302,0.644242461,0.070683175,0.122983118,0.380703652,0.58488952,1.060378811,1.267780989,1.060174979,0.498799475,0.841420221,1.370829032,1.162686967,0.809659216,0.334140747,0.439715135
P63386,mlaF,0.959376715,1.213704221,1.248443362,0.691633337,0.113061055,0.258161308,0.885455733,1.056690831,1.150749846,0.890035913,1.195929408,1.915047371,0.740434742,1.164908805,1.040327671,0.689714435,0.998507002,0.600814213
P0ACB4,hemG,0.810268884,0.533491588,0.353413693,0.627117685,0.244720256,0.289143496,0.376229285,0.399351033,0.741299868,0.429271501,0.694532065,0.606333724,0.393761353,1.609080378,0.399076049,0.534667187,0.038781968,0.380467819
P0C0R7,rlmE,0.957084534,0.838058758,0.988274191,0.972639717,0.72951118,1.944659477,0.924785218,1.089658715,0.989069985,1.155671674,0.849005846,2.47731011,1.284385554,0.950418427,0.874986311,1.235381174,1.39729163,0.928352653
P17445,betB,1.33514566,1.155825846,1.159384908,0.588736536,0.122509857,0.123181968,0.090711551,0.629870345,0.549122714,0.95391266,0.884114409,1.460645689,0.863329048,0.901582629,0.763460205,0.604934836,0.203430231,0.311487979
P0A8N0,ycbG,0.901817092,1.164735107,1.135357259,1.785234217,0.468031092,0.461088238,2.358156594,2.068065891,1.876054048,1.613770272,1.230789988,0.675812642,1.314920375,1.039745442,1.586852381,1.560387333,2.451386131,2.818205951
P68567,yhiQ,2.227469537,0.676779582,0.406149046,0.476780308,0.127830854,0.282103768,0.899773726,0.512822666,0.160034562,0.48739078,0.675549645,0.776717252,0.370108475,0.307866729,0.298207125,0.176548833,0.008582909,0.036840103
P32680,yjaG,0.923709685,1.008289233,1.007194341,0.457778557,1.706854743,0.691349821,0.150598191,0.468790816,0.554046357,0.394546581,0.980543893,1.460998412,0.821464,0.714056286,0.594811297,0.201177574,0.148129093,0.343396589
P0A840,surE,1.045724009,1.146480574,1.042096555,1.340595498,0.080454803,0.266055247,2.459622153,1.521742555,1.799199921,1.415640942,1.195922022,1.049859607,0.938920043,1.110642355,1.018475677,1.218994919,2.215008478,1.606904437
P0AFS3,folM,0.791305573,0.826834652,0.506127243,0.475744458,0.069555091,0.004683914,0.808841905,1.125066469,2.359390953,2.113578421,1.302978847,0.019756188,0.314514164,0.753137801,0.992318586,0.504969898,0.747454754,0.009735634
P18196,minC,0.858662202,1.030519219,1.026309331,1.139988859,0.438328212,0.386629593,0.713676257,0.830267689,0.576453465,0.771431162,0.719787336,0.823299285,0.738896841,0.804217412,0.756562868,0.737139527,0.829915382,1.065871744
