uniprot,gene_name,medianRatio_50 mM NaCl_vs_glucose,medianRatio_pH 6_vs_glucose,medianRatio_42°C_vs_glucose,medianRatio_anaerobic_vs_glucose,medianRatio_stationary 1 day_vs_glucose,medianRatio_stationary 3 days_vs_glucose,medianRatio_chemostat µ=0.12_vs_glucose,medianRatio_chemostat µ=0.5_vs_glucose,medianRatio_galactose_vs_glucose,medianRatio_acetate_vs_glucose,medianRatio_glycerol_vs_glucose,medianRatio_LB_vs_glucose,medianRatio_glucosamine_vs_glucose,medianRatio_fumarate_vs_glucose,medianRatio_succinate_vs_glucose,medianRatio_pyruvate_vs_glucose,medianRatio_chemostat µ=0.20_vs_glucose,medianRatio_chemostat µ=0.35_vs_glucose
P02931,ompF,0.436690445,0.568564352,0.60031327,0.49770512,0.086746019,0.272211143,0.582014151,0.504489348,0.785505403,0.720033524,1.141113477,0.646949663,1.480074207,1.068888794,0.755077466,0.728319448,0.489443701,0.381902352
P0A917,ompX,0.793469676,1.092758247,0.970690416,0.731359464,29.86354583,6.531826484,0.263530921,0.377385249,0.407824334,0.445363279,0.873460361,1.795659056,0.995912032,0.702418311,0.458139611,0.933953825,0.626015165,1.966567081
P0AEY5,mdaB,0.928028331,0.940604718,1.075391334,0.674888049,0.321559707,0.128277957,0.275500168,0.462723427,0.413248505,0.500384777,0.776132195,1.318941053,1.324445433,1.013263007,0.509170336,0.8108394,1.207552328,1.201621919
P0AGL7,rsmE,0.878403764,1.06894463,1.087965635,1.117400961,0.077432964,0.25737008,0.552525735,0.604448064,0.624464293,0.509110066,0.811510428,1.06387735,0.939756885,0.679037717,0.572305941,0.682894443,0.690858443,0.872697138
P0AEW4,icc,0.619675016,0.9372289069999999,0.704138822,0.708890027,2.018787598,1.01526304,2.9012834,1.377428039,1.66787104,1.419544274,1.097578468,0.469011779,0.538303525,1.279695425,1.281418796,0.789762047,1.432151536,0.579783193
P46888,uspC,1.678613843,2.136932125,1.171510703,2.707714495,1.058835107,2.136347319,10.06875371,3.93352471,3.51502811,4.176784292,2.015567127,0.388362437,1.193192985,1.975459821,2.042429684,2.065604036,5.722028777,4.558788513
P0ADP0,yigB,0.967782424,1.329058052,1.062894024,1.095816627,0.275207065,0.404882184,0.382081371,0.921069142,0.715495834,0.91915138,0.972507547,0.60403228,0.906043109,1.035762004,1.096188313,0.839755505,0.522594374,0.656237158
P15373,sohA,1.119259273,1.419464853,1.090085431,1.312292282,4.687982962,4.173969856,2.384362809,2.011250344,1.667159339,2.239967175,1.301883356,0.926946543,0.866381841,1.267491097,1.401183962,1.287334706,1.58649492,1.584826896
P77580,mhpF,1.215786612,0.893633356,0.651177337,1.232535987,0.223770329,0.177948429,0.715901794,0.736792284,0.426699276,0.463877587,0.337525328,0.496124266,0.375981454,0.268678626,0.472801186,0.286943517,0.328876515,0.639054327
P0AGF2,ygdK,0.889547013,1.09230648,1.100848328,1.31041227,2.188701119,2.696466116,0.835671157,0.990381716,1.012890885,0.75165309,0.686283794,1.244232225,1.104418799,0.782971145,0.712055848,0.878139081,1.087698835,1.29354537
P0AFP6,ybgI,1.212185331,1.179688857,0.796193813,0.2259867,0.347766456,0.50599161,1.42188073,0.985439262,1.058237369,1.707603899,0.781334947,1.315216926,0.454436504,0.412056055,0.623835707,0.400414416,0.972881421,0.782457395
P30014,rnt,1.105054601,0.98391358,0.869336221,0.841726616,0.02722762,0.07236646,0.325064119,0.600835103,0.42810045,0.533399482,0.585889433,2.508347455,0.820431596,0.497648204,0.581030871,0.554183491,0.458175373,0.590887485
P0AFQ7,ycfH,1.084288567,1.012001391,0.954599559,1.500264277,0.206396421,0.382598254,0.51108612,0.747179982,0.409707223,0.527147131,0.620479463,1.183633215,0.749988426,0.51652195,0.482219951,0.412158122,0.544441637,0.636817712
P0A6U5,rsmG,0.840057713,1.247822914,1.404162106,1.164574419,0.450070514,0.587259043,0.4068779,1.143349228,0.871314009,0.888401737,0.720376173,2.256181267,1.123824338,1.119969251,1.13759359,0.549600511,0.46081887,0.400743168
P0ACQ4,oxyR,1.143318118,1.084247416,1.224206626,0.757189511,0.114534387,0.230497708,0.524324213,0.679864792,0.621891282,0.469775135,1.086696055,0.735128544,0.877206276,0.809305569,0.795162212,0.581294393,0.544021494,0.568727804
P0AE70,mazF,0.451052623,0.375906201,0.617298565,0.803040342,1.002062698,2.583907781,1.643655959,0.467533001,0.570270874,1.093838384,0.252045542,0.509487795,0.67016741,0.389547681,0.213696965,1.197076649,0.120824886,0.709570599
P31802,narP,0.75907013,1.113020265,1.038591889,1.850410193,0.213291028,0.187771821,1.157247206,1.585702697,1.156662372,0.688339518,1.129576306,2.255906105,0.723226202,1.304009891,1.283386924,1.033171861,1.233109572,1.241442066
P60422,rplB,1.413892823,1.141191741,1.200173251,0.295746629,0.74955589,1.597303473,0.105005817,0.084677496,0.185592692,0.076873423,0.91287281,2.839123585,0.445271274,0.359391222,0.143061626,0.147694521,0.177908605,0.34766967
P12295,ung,1.057855837,1.064992749,0.973980558,1.23591798,0.637189649,1.361942467,0.917527523,0.909952236,0.90560956,1.003712778,1.056454294,1.090623977,0.949872696,1.004676831,0.894236549,0.849590807,1.242916388,0.85412946
P0AEM4,flgM,0.842487067,0.611314312,1.073758622,2.177718708,0.902184361,0.445945493,2.626817467,3.406730993,2.430259403,1.295391454,2.461279155,0.873447282,3.401246965,3.469734984,2.668883467,1.93442309,4.088357612,5.868760231
P0AF48,yjbQ,0.824168744,0.916318079,0.664594407,0.765194213,1.017503913,0.634062232,1.646274846,0.931594693,1.463901492,1.172491867,0.518570908,0.820822209,0.602196409,0.160240118,0.429665321,0.355190036,0.472953394,0.2937939
P24232,hmp,0.783491729,0.710823272,1.056535131,2.57713255,0.061977188,0.045219332,0.615283012,1.438973672,0.535467952,0.788763066,0.778236818,1.375104341,1.309986652,1.306555395,1.137229959,0.99791605,1.162737263,1.102273414
P0A9B6,epd,0.985278106,0.894549938,1.155378465,1.091213953,0.039920645,0.022205218,0.382279977,0.78586227,0.446633667,0.694576288,1.124871191,0.89886536,0.677821649,0.6846993,0.748708193,0.950690247,0.510949773,0.667834268
Q46871,yqjH,0.77044658,0.864235766,0.827712768,0.363821889,0.170252014,0.434346226,0.826543517,1.275374655,2.357115776,1.965345629,0.741955669,0.313197,1.567648808,0.969250119,1.623860614,2.241243717,2.155002217,2.091100067
P0AC13,folP,1.214715557,1.271493767,0.890242043,1.271487771,0.058892738,0.107119537,0.409064016,1.074838069,0.819718862,0.541786018,0.883219445,0.968789062,1.069869585,1.08962481,1.285737638,1.001355615,0.516572863,0.439282801
P32664,nudC,0.932363154,1.143241769,1.094560812,0.800519712,0.051656124,0.088250308,0.647085392,0.723315909,0.993020567,0.725502638,0.858662734,0.562139273,0.858350081,0.656861335,0.623626957,0.828004787,0.692104184,0.589358856
P0AE28,aroM,1.254814915,1.079822887,0.934391605,0.454954261,0.224703031,0.268688504,2.861191323,0.962460705,4.679130659,3.85630945,2.303336741,0.790831265,1.364039561,1.835842415,1.894087252,2.6645115,3.184188411,1.482296608
P0ACB0,dnaB,0.960149231,1.084126768,0.970951407,0.964932247,0.085005103,0.097151461,0.455659237,0.787973575,0.990608758,0.864119056,0.801590206,1.070184067,1.031407703,0.934689945,0.822868572,1.059046832,0.525537663,0.494997843
P77488,dxs,0.923010133,0.631558633,0.816827323,0.396596621,0.32206094,1.944383567,0.143286051,0.415843256,0.435888587,0.399119568,0.893595034,1.295813454,0.770102484,0.850456998,0.737991463,0.594532079,0.290772897,0.439996564
P25397,tehB,1.338734262,1.420237335,1.243312912,0.978055506,0.079411593,0.124635018,0.530856362,0.885561033,0.838906937,1.115873671,1.077329991,0.510522389,1.099236845,1.057362651,1.009124055,0.732694259,0.592520084,0.921131058
P0AC84,gloB,0.918225172,1.085102792,0.962982168,0.977054546,0.074310579,0.469086985,3.938692355,1.877700121,1.90304708,1.838027691,1.478596974,0.487001819,0.884987379,1.696650888,1.35483721,1.560592338,4.567856145,1.93712384
P60340,truB,1.059183206,1.028080068,1.163929811,0.651151047,0.083172679,0.036907566,0.229928964,0.695672628,0.757827314,0.419364917,0.878406903,3.130143839,0.850737896,1.058865033,1.191214365,0.544801652,0.175927274,0.277814465
P75791,ybiU,0.983552525,0.968118224,1.020675921,0.470854764,0.047248988,0.063715354,0.078458363,0.436333481,0.391693176,0.44342378,0.94618056,0.272888341,0.813084177,0.597835933,0.648047742,0.598587194,0.113537921,0.299548532
P64554,ygcF,1.294219331,0.919636764,1.305455949,0.890370056,0.135767296,0.163266505,0.489034139,0.791816834,0.576701592,0.454416569,0.606688291,3.519599961,0.621552322,0.502468617,0.709335927,0.453908044,0.531670014,0.58493218
P0AB67,pntB,1.241848468,0.795463173,0.861118779,0.792485655,1.559597773,0.859700684,0.114665596,0.147900814,0.118380248,0.130719942,0.293891939,0.157189188,0.17157236,0.218306656,0.10592879,0.294041902,0.043073859,0.030691581
P23003,trmA,1.085876913,0.78513265,0.873027504,0.289703559,0.110489534,0.16136277,0.357878718,0.585908653,0.296700677,0.545485383,0.844396041,2.261000424,0.774434219,0.906827939,0.777797519,0.994799266,0.865420411,1.45550702
P75779,ybiX,0.411655129,0.426568461,0.548578701,0.104587037,0.843728676,0.347512032,0.926269871,0.319961022,0.283052907,0.430724569,0.334133786,0.162763067,0.308461389,0.07801778,0.133018723,0.13987015,0.049879421,0.167527522
P26648,sufI,0.883461823,0.770480149,1.044533555,1.094918427,0.291131488,0.615333478,2.285788542,1.020898363,1.282192371,0.825759305,0.896211545,0.859595803,0.987121488,0.927002933,0.828470463,0.96799298,1.75449039,1.116497824
P0A9H7,cfa,1.048878841,1.8271843,0.829216608,1.217013919,0.127223237,0.076292441,0.293799197,0.334116789,0.322221233,0.188814202,0.534966788,0.392529588,0.663362522,0.349396893,0.328091012,0.476999139,0.315815623,0.177572038
P0A8T1,prmA,1.205705685,1.031196174,1.119198426,2.048982634,0.410861003,0.330543953,1.852865196,1.692596258,1.40227221,1.063771625,0.860423824,1.468261319,1.101542874,0.591697094,1.130455457,1.110103094,1.260128907,1.372259795
P32157,yiiM,0.967596532,0.874862311,0.758406669,1.567512241,0.366615689,0.95008684,2.541411159,1.39559118,1.72268928,1.709814682,0.979525264,0.562410098,1.307335408,0.998177053,1.033312169,1.489227723,1.948764171,1.360859486
P69910,gadB,1.173422402,0.797589996,0.39845863,0.194533033,1.701584906,1.841881846,0.073457524,0.075255517,0.097310946,0.326971384,0.129877254,4.234210037,1.107141802,0.195942453,0.091694733,0.147526042,0.122328394,0.166561908
P0AEW6,gsk,1.003475044,0.718270675,1.0024985,0.378824886,0.194633328,0.036731672,0.074710808,0.357129416,0.169840233,0.187928745,0.594457853,2.609279226,0.885134546,0.445497862,0.46414499,0.511237262,0.192952443,0.482745824
P76491,yfbR,0.888055356,1.023120347,0.756404967,0.396458971,0.043239256,0.073826686,0.115726878,0.816962996,0.658841991,0.370229656,0.663081258,0.661672305,0.764129645,0.76251765,0.542610301,0.273984928,0.160552199,0.140957018
P0ABC3,hflC,0.97618905,0.530796165,0.986533422,0.185982135,0.018936518,0.352518196,0.140225111,0.06047263,0.111935363,0.086115034,0.511472543,0.562882783,0.11095239,0.216744481,0.150929559,0.351289221,0.051537096,0.072113862
P0ACI0,rob,1.009441086,0.992544931,0.89569747,0.079086839,0.097413664,0.114010247,0.100746204,0.177482964,0.705433194,0.615396738,1.152498405,1.141365822,0.792451736,0.667077219,0.723957553,0.237684969,0.091741838,0.148206677
P31131,ydeJ,1.51898294,0.370884033,0.523815351,1.041027578,0.073582876,0.015026873,10.75774859,1.260624735,7.646948303,3.235433341,0.853394421,0.752610974,1.074450118,0.476807992,0.458156355,2.66136321,11.43101486,2.447141667
P75863,ycbX,0.871645257,0.673793241,0.941977762,0.330586544,0.216209791,0.047093575,0.730444851,0.738394098,0.82605884,0.739212573,1.122054407,1.251521399,0.772763029,0.859721571,0.747580126,0.467446791,0.57751745,0.538227696
P25539,ribD,1.277026471,1.198261981,0.853746651,0.544500587,0.441001192,0.055977007,0.686434268,1.062079505,0.849157869,0.911452302,1.120480593,1.046870033,0.903519544,0.94965689,1.205456329,0.77938141,0.448669683,0.549680783
P0A7I0,prfA,0.956169558,0.960734287,0.969091871,1.181041614,0.594157224,0.848237775,0.541713589,0.686356097,0.596706888,0.528177218,0.774507241,1.328977733,0.805029341,0.68499461,0.797759503,0.567368588,0.648724797,0.87602844
P0A756,kefG,1.099560185,0.321461415,0.309991897,1.246375984,0.008271348,0.551146991,0.692482992,0.574059016,0.940525329,0.689763703,0.366110259,0.064708143,0.987766891,0.336962799,0.183615467,0.370263943,0.299349553,0.736001201
P31550,thiB,1.366049752,0.355422225,0.346501233,0.945904354,1.084158098,0.380888222,0.857673013,0.571223012,0.725698199,0.799672402,0.808064388,1.331832655,0.567229075,0.672071117,0.910830907,0.520417614,0.145856687,0.653898842
P07023,tyrA,0.801709278,0.592813486,0.69979068,0.308922864,0.722197313,0.434458271,0.352123881,0.217663616,0.167248356,0.312723243,0.638417282,0.203527849,0.599381076,0.352237943,0.249188369,1.295406326,1.206142419,1.066663993
P37351,rpiB,0.192571448,0.607230087,0.12444268,0.764803504,0.191013397,0.607966744,2.086236085,2.60662643,1.968890754,1.133571462,0.783941698,0.980342305,0.664650956,0.357770303,0.928176735,0.569309158,1.051327934,4.103611574
P45771,yrdD,0.71109499,0.333165224,0.41852695,1.571005691,0.486041886,2.617931807,0.320162637,0.287893832,0.392098432,0.519878334,0.087399743,0.204158341,0.27135096,0.948418615,0.214341183,0.139954184,0.481350421,0.017466491
P08192,folC,1.093259727,0.871100156,1.006943295,0.270805015,0.068593237,0.082604278,0.057909504,0.203179905,0.179923544,0.128300664,1.311498237,2.490880356,1.059845812,0.989947486,0.655508203,0.213763479,0.056883549,0.1343877
P27862,yigZ,1.075198018,0.890632896,0.713604514,0.883853747,0.430624215,0.444713924,1.233854345,0.461008061,0.762275461,0.726943946,0.437711373,0.592578046,0.367750127,0.528208461,0.412415461,2.545487069,0.324233148,0.399268124
P27830,rffG,0.92611215,0.951198391,1.088740021,0.34618049,0.066054636,0.160597151,0.318119935,0.32792207,0.164090598,0.252034243,0.722943456,3.09986551,1.779990063,0.769181887,0.633807883,0.463931488,0.341862793,0.334216388
P27829,wecC,0.903128475,0.807088932,0.911880844,0.12075929,0.005109603,0.004036884,0.076400183,0.327115128,0.268720243,0.294095163,0.616854535,2.573410329,0.707416011,0.790166254,0.779835124,0.575616911,0.282277931,0.199283157
P75809,ybjI,1.16556754,1.330352646,1.439344908,0.996829131,0.064346258,0.060517108,0.340199478,1.116636045,1.100565983,1.072619118,1.461229521,1.133438253,1.256488567,1.104244914,1.079605396,1.138565239,0.576406689,0.997356518
Q5H777,puuA,0.771544717,0.375532033,0.511237201,0.05876501,0.134353111,0.06709291,0.255466076,0.519283174,0.230708436,0.201693775,0.27822864,0.051758165,0.332259466,0.18685843,0.274183703,0.242788538,0.020030393,0.065956279
P24228,dacB,1.022274114,1.061467575,1.217025529,0.886023721,1.217579605,0.627815914,0.735923293,0.87127608,1.083106704,0.718912671,1.017668668,1.393593714,1.277809451,1.045588592,0.8503987,0.726930244,0.711860346,0.815736126
P25519,hflX,1.246655101,0.649882418,1.18415838,0.549856412,0.387139551,0.378987485,0.225595231,0.496998987,0.493922227,0.329831536,0.719313224,1.096128726,0.774334786,0.802420321,0.73280081,0.720016859,0.326563819,0.403878282
P07003,poxB,1.848701123,1.479435822,0.90572755,0.163386791,0.22159699,0.423579412,0.212698836,0.24032096,0.683185063,0.700912753,1.112400604,0.906984119,0.869375807,0.661416451,0.576855214,0.351217352,0.208203987,0.269092783
P13445,rpoS,0.905612,0.861742215,0.280689641,0.923532058,0.281555486,0.19422849,0.48350411,1.618180278,1.080583048,1.057418134,1.460096124,0.878021655,0.645933679,0.316433321,0.412418121,0.588065493,0.967269037,1.262524766
P68187,malK,0.965191915,0.542141042,0.772848758,0.195319285,0.488729408,0.388957793,3.34937046,3.890183374,3.482577208,2.533269605,2.710978866,4.073610659,1.679703543,1.78965792,2.453829184,2.990172249,4.289643172,6.113368051
P0A991,fbaB,1.123994238,2.095101449,1.098098556,1.28681067,4.951314436,7.658843194,0.428230147,0.286945103,1.246627482,1.260961476,1.515696233,0.444979202,1.750743091,1.441037107,0.96502543,1.096688364,0.602088054,0.500764831
P05706,srlB,0.93621941,1.055273743,1.004754209,1.840975139,3.095517048,6.031460388,1.330193927,4.089371499,1.367010188,1.472971148,2.05474775,82.85873681,1.304413793,1.906183006,1.517137695,1.518691733,2.365749671,2.71882983
P76223,ynjB,0.961857664,1.171687555,1.314311623,1.850026832,12.08444381,16.46782156,1.83690773,1.37927913,1.501477543,1.329763458,1.282219203,0.717335359,1.297354239,1.435079682,1.100027394,1.490510541,2.466451911,2.492767889
P0AES0,gsp,0.963560016,1.25178887,0.852366122,0.515118269,0.092686381,0.177073362,0.006476733,0.030245218,0.008632165,0.011101646,0.202889254,0.170550512,0.432683029,0.058731508,0.043656092,0.031142951,0.010896424,0.030977101
P45425,nanK,0.639665944,0.667262771,1.200920292,0.158722988,0.177294211,0.077857385,0.592108176,0.367407406,0.344021804,0.406172598,1.513309632,21.85861808,0.2343015,0.864866219,0.581563016,0.279361886,0.116588402,0.162560752
P77690,arnB,3.140926743,32.14828442,2.110604992,0.44402889,0.864944789,0.772754897,2.755638336,1.808427941,11.78455185,7.816106929,14.90182502,0.106913504,1.776086961,9.919913967,6.612155841,4.84862094,0.794318645,3.370040502
P0A8R9,hdfR,2.706208494,1.578734692,1.376954226,0.84047734,0.178508985,0.202985861,0.479459674,0.823655241,0.761058272,1.256711588,0.946773223,1.960713942,0.904371233,1.925356516,0.852546976,0.719346705,3.381228944,0.277476343
P42599,ygjR,2.994471065,0.930021499,0.546650944,0.502926225,1.292566515,0.501271387,0.252714212,0.363834347,1.024171395,0.894778819,1.607511745,0.976318784,0.465543217,1.633860267,0.248146997,0.040075622,0.102225885,0.057445846
P39160,uxuB,1.141954636,0.670844606,1.052269713,0.809694706,0.762191289,0.623890932,4.589253263,2.413498938,2.480319175,2.319584071,2.297886561,4.850629481,1.173674287,2.753774884,2.372155611,1.319462779,4.89601823,3.940484031
P0AGA6,uhpA,0.486311703,0.437946522,0.697946298,0.81958964,0.068991424,0.686135997,1.634261807,0.834517975,1.392511616,1.141293767,0.704985189,0.585526141,0.928044,0.927538859,0.78987964,0.879762305,1.242730109,1.328284672
P22525,ycbB,1.069939052,1.717238718,1.014083759,1.459816965,2.954116601,0.559927139,1.398578143,1.364590545,0.851109105,0.963771342,1.054581486,0.467950747,1.000060954,0.428141403,0.635151749,1.120781829,1.463722058,1.387401894
P75952,ycfQ,0.562926993,0.946202138,0.724600629,0.142514491,0.017652236,0.017652236,0.456081933,0.64331904,1.206741717,0.638461663,0.732543602,0.422908958,0.764762228,1.787926663,0.814948203,0.500216373,0.623617389,1.026527971
P06611,btuD,0.516841399,2.24128025,2.794154022,1.323628163,0.355455946,0.569461779,3.806531676,1.442332788,1.840191999,1.403090532,3.334119042,1.225997419,0.853199997,0.957808295,2.09695016,0.756250896,1.229879873,0.75900357
P0ACK8,fucR,0.505239561,0.316288521,0.717866725,0.283220514,0.657076857,1.170299382,1.510420795,1.183020042,0.875265897,1.095246853,0.82361631,0.849540499,0.535240383,1.321351769,1.255977172,0.759810028,0.479112118,0.652555997
P24173,rfaC,1.758884505,1.198552995,1.056429046,1.114467069,0.023905431,0.233456699,0.511068349,0.54919692,0.356691305,0.791362418,0.62620706,1.217221245,0.61185955,0.354728087,0.810753995,0.602680765,0.044972116,0.305024315
P39405,fhuF,0.476503446,0.18776738,0.625084885,0.119549604,0.030156441,0.064778581,0.066087779,0.208891208,0.097492419,0.139689802,0.196374904,0.296001479,0.102711435,0.080948217,0.088197357,0.157773147,0.016535946,0.100171718
P76535,murQ,0.846143465,0.623889257,1.116209192,0.994199872,0.226585699,0.690557109,5.109332429,3.489375698,3.483589207,2.679174796,2.767365786,4.593436386,2.049295701,3.803284724,2.883293114,3.238813308,9.720029514,17.57889466
Q47622,sapA,0.706651569,1.154704357,1.033264545,1.45906765,0.711251807,0.870711048,2.337408865,1.484254666,1.193149307,1.331110911,0.982926468,1.236974164,1.220064593,1.377524189,1.108091765,1.206220198,3.790847985,2.340263874
P39265,alsB,0.87091662,0.757570312,0.868263223,1.418745981,2.137587591,1.001687379,10.44801029,3.700850064,3.132525812,2.315474914,2.238642478,1.093634293,1.297878528,2.672656102,2.105421989,2.169265576,8.249217062,6.02475077
P0AFV4,spr,1.225894049,0.499463871,0.931107713,0.60635219,0.170433457,0.122558548,0.895886333,1.241795365,1.423772443,1.309740566,1.642865531,0.048905592,1.536058084,1.329064326,2.269742916,2.0524476,1.607851663,1.739159937
P33030,yeiR,1.401266189,1.112895005,0.874176848,0.741303278,0.177153192,0.246012085,0.67156951,0.830452738,0.661013809,1.02188273,0.515509919,2.725753634,0.985399309,1.045334022,0.747610257,0.286724476,3.877241635,0.273358216
P0C0U4,rimK,1.279437974,0.690606054,0.757407166,1.040126603,0.103795256,0.43348611,4.358858291,0.711120151,0.812439631,0.86890978,1.749552726,1.44131223,0.878427815,0.647025252,0.984043331,0.96886279,0.199002951,1.014960878
P0AGG0,thiL,0.564462932,0.862898467,2.231368492,0.329665087,0.228065053,0.135891781,0.452324835,0.288709238,0.314217914,0.154309175,0.665230754,0.339592855,0.508750194,0.102953296,0.479359525,0.832009272,0.40930163,0.465983289
P76049,ycjY,0.388473623,0.574586542,0.952138807,0.876126385,1.479349001,1.511234139,4.197209231,0.662633821,1.304755692,0.380337533,0.88942054,0.60971629,0.528871797,0.783472766,0.650386246,0.285900202,0.767923605,0.903907184
P0AEW9,fruK,0.891792874,0.893377708,1.271870234,1.585019513,0.333562104,1.122028815,0.654269398,1.098611963,1.002890077,0.419008776,1.850087977,15.78841593,1.603591013,1.052158636,0.897612303,0.359246761,0.767270321,1.503908885
P38506,ygdG,0.406373452,0.358716768,0.707416782,1.655951824,0.25330585,1.018803722,1.124646023,0.872553911,0.693479255,0.941463012,0.655851374,0.785627313,0.940939805,0.238733317,0.578788494,0.327679882,0.40353055,1.024934171
P0AAG8,mglA,0.782876791,1.021623684,1.048623054,0.454930591,0.32668978,0.714679327,0.705004788,0.91331106,3.550690705,1.216732184,2.952135845,4.43993151,1.341996001,3.721079179,1.947676011,1.114348994,0.738513786,1.185599124
P37344,pspF,0.512183183,0.829700045,0.232465795,1.016669837,1.185333018,0.819250198,0.283774675,0.619225327,0.834594205,0.546621642,0.643494701,0.387777969,0.659611067,1.01295804,0.387010076,0.198340214,0.124890346,0.037502194
P06846,ebgR,0.636659488,1.040965609,0.685478266,1.458434556,0.442496926,0.122726458,0.679804135,0.931357707,1.570141633,1.77721576,0.712660414,1.32365848,1.442381867,0.028381932,0.819418786,1.291532589,0.255488139,0.983974153
P0AA91,yeaY,4.877153125,2.103197108,0.80373549,3.168281278,3.776338593,2.128360468,4.743329309,1.189566357,1.044262093,0.727416676,0.548342675,0.501569034,0.595362325,0.740487607,0.456261283,0.212713463,9.797443203,0.081658039
P80668,feaB,1.809111936,0.530896057,0.460187396,0.256523311,1.960799826,0.076257952,0.648431607,0.264440194,0.83109964,1.182190199,2.746421964,0.177352729,0.240585703,0.71045143,0.559125421,0.206423349,0.072390305,0.281288064
P0AFP4,ybbO,2.066285975,1.584667389,1.459537791,0.369723599,0.002829944,0.182553331,0.254491905,1.011706772,1.029032926,0.840552464,1.258442662,1.181622043,0.831884228,1.222356779,1.222417144,0.45566214,0.347284457,0.647836054
P0AG27,yibN,1.144654052,0.284557897,0.617813522,0.653462181,0.474784941,2.821431661,0.045899007,0.072739768,0.30768883,0.200755988,0.751054276,1.623230342,0.458188129,0.13048576,0.043714978,1.328992068,0.042190973,4.23983762
P0ADK6,yibA,1.091763174,0.906373295,1.212606278,1.802111017,18.13117223,0.011447955,2.257335638,0.711276608,1.732616964,1.599922572,3.402971754,1.416519333,2.162626834,0.165449544,0.280014376,0.314047212,0.319539871,0.186971824
P0ACS7,rpiR,1.16417189,0.322607361,1.623628788,0.41018103,0.098782102,0.210115708,0.399440064,0.473687478,0.567785988,0.780225736,1.767256441,3.965236542,1.023982588,0.62116279,0.675378816,0.378737927,1.037144069,1.488824252
P0AAH8,sapF,7.834076205,0.620995764,1.758030402,1.409447523,0.671353525,0.936272929,0.623693528,0.600934467,1.278846222,0.917972595,1.165820849,1.919019049,0.711071822,1.651498439,0.519586857,0.055906301,0.197258171,0.42067412
P10441,lpxB,2.743291604,1.407879239,0.830223493,0.4781293,0.145808907,0.321916035,0.136614367,0.406958942,0.640317583,0.984144775,0.77090092,2.400844942,0.786645584,0.625435839,1.174927011,0.298361436,0.265581202,0.316870578
P36928,yegD,1.928555564,0.766627819,1.904477013,0.060894924,0.036625273,0.036625273,0.204426021,0.842542245,0.707323459,0.634305563,1.179477949,12.23101083,1.976562544,1.051880531,0.981611696,0.436245067,0.053331013,0.178040781
P31828,pqqL,0.74910475,1.028115047,1.182878457,0.705731419,0.256517183,0.276807549,1.057982167,1.957503816,1.562760779,1.120358044,1.521985452,0.993860672,0.968940655,1.769617615,1.686174283,0.870286064,1.323973593,1.272546155
P26649,glgS,0.778875979,0.764397636,1.156350737,3.715527245,146.9161575,21.45037215,0.759495741,2.054924331,0.311481043,1.076389517,0.345903825,0.839700131,1.891068351,0.654453769,0.97315959,0.848244663,1.639576543,2.865761133
P68398,tadA,3.273219617,1.936940215,2.068781845,2.226356971,4.793852627,3.878915094,0.059149034,2.202801693,1.986707895,1.640175032,0.628660462,0.376041943,1.611722051,0.951572043,2.860564208,0.410661771,0.071118243,0.684806873
P77269,yphF,0.355905494,0.980770981,1.575789001,0.795098182,1.22172651,0.358829748,12.71333767,0.664719245,1.618464224,0.402532663,0.311837813,0.09968499,0.508180063,0.309946024,0.37105879,0.266417538,0.33542513,7.538051469
P77569,mhpR,1.103754118,1.334398135,0.974643315,0.207742791,0.231470033,0.079012103,4.235956293,3.538912176,4.884013515,7.307442839,3.142321343,2.599796565,2.042826573,7.905820234,5.788216269,2.836982108,6.564838873,5.540360482
P0ABS5,dnaG,0.575417936,0.402932962,0.390473418,0.342663448,0.07007504,0.082638262,0.254026246,0.710541928,0.337384827,0.375601668,0.757331747,1.199438611,0.565093433,0.513472056,0.401395329,1.116939124,0.452681432,0.594570602
P77316,ybdR,0.955608413,0.414671214,0.263013254,0.677142469,0.187464759,0.52226778,5.498673044,0.550095808,0.890894318,1.231255823,0.523680178,0.948550819,0.524685945,0.114225562,0.26656424,0.447257692,1.318074093,0.989430047
P55135,rumA,1.687938849,0.972662385,0.810582003,0.30280633,0.135701071,0.296157962,0.067975083,0.427995485,0.051290003,0.546227907,0.76046813,2.650882044,1.132938359,0.737460065,0.436873523,0.231732467,19.60295386,0.091107127
P0AAJ5,fdoH,0.017908089,0.080374874,0.759662225,0.107928587,0.095106764,0.526963892,0.673112984,0.035427762,0.100217533,0.078506064,0.014646217,4.44075307,0.145678034,0.106720503,0.117170639,0.129149556,0.834820758,0.098334128
P24242,ascG,3.033093315,1.914893029,1.772130909,1.214515406,0.400494515,0.478777357,1.236874313,1.312183785,2.541945177,1.85603644,2.315439993,2.392641691,1.841156448,2.420324753,1.416364842,1.836632175,0.536296314,0.191856564
P76046,ycjX,2.162316898,1.254419627,0.736241025,2.932193827,1.032983342,3.810736064,1.144285797,0.868114707,0.666847109,0.800101495,1.241245323,1.442054328,0.72062584,1.074014063,0.722436733,0.585867407,0.161419081,2.13505209
P02918,mrcA,1.194866823,0.943093304,1.407788536,1.391095381,0.615296651,0.431436803,2.617073169,0.517874054,0.528267662,0.475386762,0.653358597,0.20655094,0.532520037,0.8436198,0.422025417,0.957602429,1.417847161,1.515298418
